,zipcodes,income,food,essentials,IEE
2198,60007,1792,698,794,299
2199,10024,7917,2987,2460,2469
2200,60007,5708,1745,1858,2103
2201,22031,2863,1199,856,807
2202,44101,2932,813,802,1316
2203,10024,1825,626,855,343
2204,10024,11646,4597,3441,3606
2205,60007,8015,3605,2055,2354
2206,60007,10781,5548,5101,130
2207,94016,11006,3873,6781,351
2208,94016,2407,678,716,1012
2209,10024,6422,1747,2858,1816
2210,60007,11147,5560,4387,1199
2211,10024,5617,2200,2440,976
2212,94016,5153,1535,1407,2209
2213,44101,9581,2282,5123,2175
2214,22031,12018,6413,3624,1979
2215,94016,11284,405,5000,5878
2216,10024,11749,5945,5162,640
2217,10024,5957,4231,335,1389
2218,94016,1147,53,144,948
2219,44101,5651,2118,2446,1086
2220,22031,11720,1696,4971,5052
2221,22031,9506,4401,3767,1337
2222,94016,3502,2342,801,358
2223,60007,1433,357,987,88
2224,10024,1244,184,358,700
2225,60007,9114,45,4757,4310
2226,10024,3413,2679,671,62
2227,94016,11131,5601,1742,3787
2228,22031,7766,1490,2400,3875
2229,94016,6989,1120,2522,3345
2230,10024,6026,111,4915,998
2231,22031,9395,1454,2586,5353
2232,60007,9587,4423,2695,2467
2233,22031,7790,3534,1835,2419
2234,10024,8278,4692,2400,1185
2235,94016,4188,1447,1391,1349
2236,10024,8336,2343,3495,2497
2237,22031,2820,1955,144,719
2238,44101,9310,4478,1809,3022
2239,44101,9606,6614,2636,355
2240,94016,5575,2037,1134,2403
2241,10024,3368,720,673,1973
2242,94016,4543,1535,2332,675
2243,10024,9656,3687,3888,2079
2244,94016,3193,788,1141,1262
2245,94016,9048,3560,3345,2142
2246,94016,6342,2626,1662,2052
2247,94016,3008,965,996,1046
2248,10024,3638,1891,945,800
2249,94016,5742,2382,2712,647
2250,22031,8006,2159,5173,673
2251,60007,6168,1783,2030,2353
2252,44101,1562,130,984,447
2253,60007,6985,690,2427,3867
2254,22031,1851,647,646,556
2255,60007,3561,1174,1255,1131
2256,94016,11170,2796,4389,3984
2257,94016,4307,146,860,3299
2258,10024,12404,8916,749,2737
2259,94016,8040,1246,4062,2730
2260,60007,8881,1679,3549,3652
2261,10024,6035,919,2024,3090
2262,22031,9466,1432,3283,4749
2263,94016,2649,508,1134,1006
2264,94016,11607,2024,3978,5604
2265,94016,10068,4397,948,4722
2266,60007,9642,3385,5180,1076
2267,60007,4454,2148,822,1483
2268,44101,6975,1796,1547,3630
2269,94016,11199,2219,4479,4499
2270,22031,5966,3030,307,2627
2271,22031,5118,2159,2573,385
2272,44101,5857,2285,3449,121
2273,60007,7092,3710,1197,2183
2274,44101,4772,1804,1918,1048
2275,22031,1147,454,582,109
2276,94016,8293,3484,1987,2820
2277,22031,1423,463,616,343
2278,10024,10692,1988,4567,4136
2279,22031,6527,3091,1361,2074
2280,60007,5900,2678,1388,1833
2281,22031,1701,914,722,63
2282,94016,9274,498,3948,4826
2283,10024,11611,2965,3947,4697
2284,60007,5918,2782,2782,353
2285,10024,1710,715,704,290
2286,10024,8977,278,2015,6682
2287,22031,11129,2708,5426,2993
2288,94016,5946,1528,3964,453
2289,60007,2556,932,673,949
2290,94016,5405,2248,2590,566
2291,60007,2194,470,564,1158
2292,10024,3661,547,2627,485
2293,94016,1626,495,542,587
2294,22031,1124,263,501,359
2295,44101,9444,3485,2225,3733
2296,22031,8228,2074,3122,3030
2297,94016,6764,1964,2847,1951
2298,94016,11606,4437,3712,3456
2299,94016,10869,5547,2164,3157
2300,44101,10597,3364,838,6394
2301,22031,3105,1489,1300,315
2302,44101,11804,3537,394,7872
2303,60007,11071,4733,3272,3065
2304,44101,10021,3364,6069,587
2305,44101,11665,1645,4240,5778
2306,94016,5448,2475,2596,375
2307,22031,7458,3233,2829,1394
2308,10024,9410,3117,2961,3330
2309,94016,9992,1600,4221,4169
2310,94016,11601,183,5823,5594
2311,60007,10565,9315,702,546
2312,94016,12115,1489,2661,7963
2313,10024,6910,1924,3268,1716
2314,60007,2011,647,398,965
2315,44101,1872,1345,354,172
2316,22031,8364,3507,1460,3396
2317,44101,12111,3036,7431,1642
2318,94016,6679,4131,2273,274
2319,22031,8118,120,3533,4464
2320,94016,4809,117,2079,2611
2321,94016,1271,181,98,991
2322,22031,6202,2415,1418,2367
2323,10024,4875,2542,2184,148
2324,94016,7889,1512,3509,2866
2325,22031,8151,4445,2702,1003
2326,60007,6283,2755,3375,152
2327,60007,9879,5046,2171,2660
2328,10024,4133,939,1994,1198
2329,22031,2686,458,2178,49
2330,22031,1509,181,663,664
2331,94016,11932,6080,1023,4827
2332,10024,4352,1435,714,2202
2333,22031,1906,783,134,988
2334,44101,11066,2254,2998,5813
2335,44101,9775,1367,4648,3758
2336,60007,9466,4592,1519,3354
2337,44101,1906,661,683,561
2338,60007,1228,287,509,431
2339,44101,2304,740,889,673
2340,10024,9793,5075,2677,2039
2341,94016,1373,926,209,237
2342,44101,8242,4049,3203,988
2343,94016,10642,7897,1563,1181
2344,44101,1002,481,414,105
2345,10024,6475,883,3382,2208
2346,10024,10002,1026,1285,7689
2347,10024,4812,795,331,3684
2348,10024,2462,557,300,1604
2349,94016,6652,2235,1496,2920
2350,60007,9677,2245,2205,5225
2351,22031,9836,5096,3425,1314
2352,22031,10850,2228,8024,596
2353,22031,8111,4882,748,2479
2354,94016,11338,4519,3153,3665
2355,44101,9683,953,4266,4463
2356,10024,7587,1739,5237,610
2357,60007,2926,1214,376,1335
2358,44101,8840,1499,5944,1396
2359,44101,3289,1487,1291,510
2360,44101,9486,3322,2976,3187
2361,10024,8195,4118,4058,18
2362,10024,12007,7916,2327,1762
2363,44101,4208,1232,1523,1451
2364,10024,11279,3562,3814,3901
2365,94016,9678,3452,2177,4047
2366,94016,11580,5586,2469,3524
2367,22031,11742,2520,1674,7547
2368,44101,10240,3264,1489,5486
2369,60007,2379,34,1119,1225
2370,22031,9834,1628,5784,2420
2371,22031,1408,665,359,382
2372,60007,3036,1555,574,905
2373,94016,7489,3788,3299,401
2374,44101,7669,3998,780,2890
2375,10024,9988,307,2365,7314
2376,44101,10071,2784,6209,1076
2377,10024,1888,343,841,703
2378,94016,3827,1292,1027,1506
2379,94016,8274,2865,4298,1109
2380,60007,2493,471,1169,851
2381,44101,3755,1815,248,1690
2382,94016,10551,4744,2016,3790
2383,60007,9455,2567,5580,1307
2384,94016,9931,3910,3797,2223
2385,44101,1823,658,758,405
2386,22031,12265,1150,8750,2363
2387,94016,7844,3137,669,4036
2388,94016,6954,3641,1603,1708
2389,44101,10812,4639,4775,1396
2390,60007,2725,767,1012,944
2391,22031,8217,653,3789,3774
2392,60007,7625,2026,3585,2012
2393,94016,6002,2068,584,3349
2394,10024,10026,1222,6614,2188
2395,10024,6958,1053,173,5731
2396,94016,5991,2678,2027,1284
2397,60007,6360,2501,2732,1126
2398,22031,2416,53,1543,818
2399,44101,6767,411,5271,1083
2400,94016,9769,2682,4227,2859
2401,60007,5826,2595,2794,435
2402,94016,5049,2554,324,2169
2403,44101,4653,1785,828,2038
2404,94016,8609,481,99,8028
2405,94016,6347,526,3706,2113
2406,94016,4869,1940,1886,1041
2407,44101,8746,4332,3682,731
2408,94016,11399,4569,3808,3020
2409,10024,10211,4616,180,5413
2410,10024,11544,4009,5580,1953
2411,22031,4565,2145,1342,1076
2412,10024,9899,2226,3959,3713
2413,60007,2216,487,1701,26
2414,60007,6691,1569,3112,2009
2415,22031,1982,581,898,501
2416,22031,2430,929,940,560
2417,94016,8599,2110,3464,3023
2418,60007,12089,1713,5203,5171
2419,22031,7014,4541,1865,606
2420,60007,8109,2868,2641,2598
2421,10024,4892,3131,1128,631
2422,10024,4086,1011,1964,1109
2423,10024,10990,3688,3871,3429
2424,22031,1330,634,79,615
2425,10024,2438,116,686,1634
2426,44101,4805,1415,1851,1538
2427,22031,5973,1946,2657,1368
2428,44101,3892,1345,2309,237
2429,94016,6119,596,866,4655
2430,60007,3751,895,1437,1418
2431,22031,8607,5713,1434,1459
2432,94016,6354,1939,3048,1365
2433,44101,7312,3287,2864,1159
2434,22031,11373,4941,4772,1658
2435,60007,1443,379,728,334
2436,10024,1002,905,20,75
2437,94016,4221,1953,459,1808
2438,94016,3977,439,1289,2248
2439,44101,10792,3988,2926,3877
2440,60007,7717,2570,2492,2654
2441,44101,2316,428,1828,59
2442,10024,12042,424,3337,8280
2443,60007,8493,2273,4354,1865
2444,94016,10272,243,5467,4561
2445,22031,7953,5071,2289,592
2446,44101,4254,528,1995,1730
2447,10024,12227,4740,3803,3682
2448,94016,3756,913,2226,616
2449,44101,10515,2214,5007,3293
2450,94016,2931,1305,1239,385
2451,60007,6638,3287,1081,2269
2452,10024,11805,2845,5649,3310
2453,94016,3648,573,1797,1277
2454,60007,2785,727,293,1763
2455,44101,11919,371,2638,8909
2456,44101,10627,76,6424,4125
2457,94016,5608,1877,1520,2210
2458,60007,5195,1223,2964,1006
2459,60007,7397,3944,1325,2126
2460,22031,1557,379,417,760
2461,94016,7976,3785,3044,1146
2462,94016,10230,1794,4232,4202
2463,60007,1458,824,548,84
2464,10024,1537,821,196,519
2465,22031,4154,3887,56,209
2466,22031,4849,2394,306,2148
2467,22031,8089,2838,1866,3384
2468,22031,7811,2932,2332,2545
2469,60007,2663,641,930,1091
2470,94016,1350,412,354,582
2471,22031,3817,1138,1057,1621
2472,44101,5307,2514,1840,952
2473,22031,2862,598,1442,821
2474,44101,2066,22,1173,869
2475,22031,7996,921,2655,4419
2476,60007,2951,1256,1307,386
2477,22031,6977,1429,1434,4113
2478,94016,1153,130,599,423
2479,94016,10562,4581,3698,2281
2480,60007,12242,3083,2896,6262
2481,94016,3934,2266,1627,39
2482,44101,1482,294,731,456
2483,60007,2407,811,1362,232
2484,10024,8872,5620,313,2938
2485,44101,9258,4656,3697,904
2486,10024,7283,498,4679,2105
2487,44101,8228,3540,3381,1305
2488,10024,11663,3331,3854,4476
2489,60007,7832,1065,4650,2116
2490,22031,11829,2997,4569,4262
2491,44101,9867,436,4180,5250
2492,22031,2981,1092,848,1039
2493,94016,3276,1615,80,1579
2494,22031,1219,522,454,242
2495,44101,2797,548,838,1409
2496,44101,3015,806,1882,325
2497,22031,6272,2416,900,2954
2498,22031,12240,2940,7355,1943
2499,94016,1903,147,813,942
2500,94016,6388,2307,2289,1790
2501,22031,6411,3540,2064,806
2502,44101,6917,977,444,5495
2503,44101,8792,4463,1338,2989
2504,22031,1139,587,466,84
2505,44101,11939,8839,2856,243
2506,60007,7818,3582,1151,3084
2507,94016,3623,2360,709,552
2508,10024,1502,485,548,467
2509,94016,11935,6866,775,4292
2510,94016,5799,175,3751,1871
2511,22031,8568,276,4965,3325
2512,94016,1898,714,772,411
2513,60007,11878,1268,4350,6259
2514,44101,9557,3915,3775,1866
2515,44101,9711,1154,3677,4878
2516,60007,8864,1360,3862,3640
2517,10024,5099,2108,1100,1889
2518,94016,6996,2683,2833,1479
2519,22031,12085,5116,1542,5425
2520,10024,7719,2269,4504,944
2521,10024,1381,516,540,323
2522,94016,4777,2226,603,1947
2523,22031,11453,7706,3289,457
2524,94016,2726,1668,867,190
2525,94016,4232,1116,2869,246
2526,10024,3785,1386,1083,1315
2527,94016,5431,1189,3582,659
2528,22031,8433,981,4098,3352
2529,60007,3785,1365,1581,838
2530,44101,8310,1558,2901,3849
2531,94016,10755,3013,5448,2293
2532,22031,8991,2360,1824,4805
2533,22031,5242,1460,785,2996
2534,22031,10298,7179,2407,711
2535,94016,1616,623,404,587
2536,44101,4740,2033,660,2045
2537,94016,12187,2954,4323,4909
2538,22031,2295,609,1102,582
2539,10024,5265,1971,1306,1986
2540,10024,2503,1330,551,621
2541,94016,1804,440,636,727
2542,44101,5855,2399,2477,978
2543,60007,4283,687,699,2895
2544,22031,4187,399,1195,2591
2545,60007,6306,671,1740,3894
2546,94016,3069,1063,73,1931
2547,10024,9317,1718,4971,2627
2548,10024,2310,1156,391,762
2549,94016,2541,952,100,1487
2550,44101,7226,1069,3615,2541
2551,94016,3509,1077,1024,1407
2552,22031,9830,1941,2012,5876
2553,60007,1239,391,502,345
2554,60007,6277,2686,2279,1310
2555,22031,1662,299,443,918
2556,10024,10827,4542,5736,548
2557,10024,6434,1059,1710,3664
2558,10024,3057,44,896,2115
2559,44101,2735,512,1072,1150
2560,60007,4382,1566,1338,1477
2561,94016,9510,4451,1987,3071
2562,10024,5983,2364,953,2665
2563,44101,5325,1632,1685,2007
2564,94016,4997,2292,2669,34
2565,44101,10982,755,7918,2307
2566,22031,11933,6269,3530,2132
2567,10024,2730,656,928,1145
2568,94016,3672,800,1577,1294
2569,44101,2583,832,288,1462
2570,44101,1872,255,925,690
2571,60007,2263,195,710,1356
2572,10024,3185,2406,85,693
2573,94016,9377,3104,3727,2544
2574,22031,10222,2488,2910,4823
2575,22031,1843,874,559,408
2576,94016,2219,268,783,1166
2577,60007,6879,448,3329,3100
2578,10024,1808,737,404,665
2579,44101,11353,5092,3803,2456
2580,10024,12446,4179,4723,3542
2581,10024,5729,14,3523,2190
2582,44101,5323,2417,1309,1596
2583,60007,9224,2563,4668,1991
2584,94016,1188,779,257,150
2585,94016,7920,2914,2864,2140
2586,60007,9122,5098,2301,1722
2587,22031,10269,4120,1956,4191
2588,44101,11258,716,410,10131
2589,60007,1591,540,799,250
2590,60007,7176,1080,2817,3277
2591,10024,2728,30,944,1752
2592,10024,4280,2347,912,1020
2593,94016,3374,812,1160,1400
2594,10024,11312,7048,3729,533
2595,44101,10663,3058,2109,5494
2596,10024,5040,1225,2343,1471
2597,22031,9106,1406,1738,5960
2598,60007,9597,2678,1186,5731
2599,10024,8309,2212,5083,1012
2600,22031,12055,4255,3769,4030
2601,22031,9568,3643,3079,2845
2602,44101,6450,3142,2423,883
2603,60007,6839,2902,1623,2312
2604,60007,5502,683,551,4266
2605,94016,8564,477,6874,1212
2606,60007,6851,992,2046,3812
2607,10024,10731,3988,4459,2283
2608,22031,10133,2738,5163,2231
2609,94016,2507,454,170,1882
2610,22031,8373,3632,1792,2948
2611,44101,9206,1798,1196,6211
2612,60007,10258,95,4573,5589
2613,44101,9224,2651,998,5574
2614,44101,4624,2696,0,1926
2615,94016,7558,2016,2971,2570
2616,10024,2529,1548,945,35
2617,10024,10703,4428,3947,2326
2618,94016,7176,2970,1762,2442
2619,10024,9408,3704,5051,652
2620,60007,9761,3756,1572,4432
2621,44101,2053,217,1788,46
2622,94016,5760,321,3163,2274
2623,10024,1070,414,275,379
2624,94016,8701,4099,2580,2020
2625,10024,1112,514,442,154
2626,10024,6319,1305,1966,3046
2627,44101,5245,2661,1398,1184
2628,10024,6090,1564,993,3532
2629,22031,3687,1133,867,1685
2630,94016,11978,4423,3577,3977
2631,60007,11303,6046,137,5119
2632,44101,2820,93,1017,1708
2633,44101,9281,753,2963,5563
2634,60007,6964,3487,1596,1880
2635,22031,12125,1285,7968,2870
2636,10024,10184,1192,2882,6108
2637,60007,7448,2666,1408,3372
2638,22031,8713,1948,6025,739
2639,22031,3176,388,2063,723
2640,94016,5350,2406,2196,747
2641,44101,2720,1560,766,393
2642,44101,5984,1110,2817,2056
2643,10024,7787,2784,4845,156
2644,10024,4423,2189,1634,599
2645,44101,11475,2101,3306,6067
2646,10024,9130,5036,2018,2075
2647,60007,3086,1244,1360,480
2648,94016,3170,552,1294,1322
2649,22031,1126,512,257,356
2650,60007,2799,960,616,1222
2651,22031,1781,792,479,509
2652,22031,5166,777,3275,1112
2653,60007,10727,4285,4266,2175
2654,44101,3942,1759,505,1677
2655,44101,10904,3665,4931,2306
2656,10024,7578,2460,2598,2519
2657,10024,3873,899,1359,1614
2658,44101,3912,1490,2245,176
2659,60007,12459,8528,3566,363
2660,44101,2872,1197,650,1024
2661,10024,8698,189,3583,4925
2662,10024,6958,3463,1920,1573
2663,44101,3532,211,2435,885
2664,10024,1209,619,22,567
2665,94016,1458,1058,303,96
2666,60007,10327,3478,1283,5564
2667,60007,2537,406,1694,436
2668,22031,7553,1082,3301,3168
2669,22031,3207,1378,182,1646
2670,44101,11830,6883,366,4580
2671,10024,7038,2535,553,3948
2672,10024,2437,442,1611,383
2673,60007,5139,2010,2494,634
2674,10024,2730,1118,1117,493
2675,10024,6133,3314,459,2359
2676,10024,3864,771,2731,360
2677,10024,7207,1044,3936,2225
2678,94016,6853,649,3748,2455
2679,44101,3825,928,2214,681
2680,60007,5739,1980,2169,1589
2681,60007,9731,1960,3399,4371
2682,94016,9792,5633,1091,3067
2683,44101,3550,866,928,1754
2684,94016,10736,5174,3719,1841
2685,22031,1524,614,316,592
2686,60007,8674,3156,3353,2163
2687,94016,5467,1588,671,3207
2688,10024,5082,171,3996,914
2689,60007,6626,3151,2001,1472
2690,22031,2506,708,1162,635
2691,44101,7960,2733,2305,2921
2692,44101,9673,2121,5839,1711
2693,60007,7611,527,2116,4967
2694,60007,9884,3722,2446,3715
2695,44101,3740,741,692,2306
2696,22031,10648,5470,1258,3918
2697,10024,10663,2451,710,7500
2698,60007,6056,1161,2407,2487
2699,22031,6669,2516,1778,2373
2700,94016,3309,1567,478,1262
2701,94016,3942,1542,1364,1035
2702,10024,11532,8943,2370,217
2703,44101,9080,2876,2218,3984
2704,44101,11960,807,4011,7140
2705,10024,5192,1320,2350,1521
2706,94016,12410,2475,2080,7854
2707,44101,12101,3944,3561,4595
2708,10024,1933,734,648,550
2709,60007,11345,3102,3263,4978
2710,22031,5959,3303,2411,243
2711,10024,1653,631,737,284
2712,44101,7555,3370,43,4140
2713,94016,2220,882,1318,19
2714,60007,6424,1819,1912,2692
2715,94016,9756,5336,4205,213
2716,44101,7146,187,2618,4340
2717,94016,2838,1117,858,862
2718,10024,10438,2348,6851,1237
2719,94016,12037,507,8983,2545
2720,22031,8782,3404,1639,3737
2721,94016,4828,483,1568,2775
2722,44101,1590,368,547,673
2723,44101,11980,8436,649,2893
2724,22031,10241,2265,2985,4989
2725,44101,10343,5401,2226,2714
2726,22031,10955,5432,795,4727
2727,94016,9072,2052,5821,1198
2728,10024,5257,1220,2118,1918
2729,22031,2353,127,891,1334
2730,10024,4936,514,2160,2260
2731,60007,7953,3469,2043,2439
2732,22031,8145,2827,2619,2698
2733,22031,12061,3315,4463,4281
2734,22031,10677,5989,1210,3476
2735,60007,3626,391,1445,1788
2736,44101,3777,1355,1210,1211
2737,22031,10887,2980,3119,4786
2738,44101,11267,5385,3618,2263
2739,44101,5463,1434,2165,1862
2740,60007,9065,3439,2155,3469
2741,94016,9311,3505,1943,3861
2742,60007,3426,733,729,1962
2743,10024,2694,85,1672,936
2744,44101,5313,3368,1076,868
2745,10024,4978,1447,1495,2034
2746,22031,9453,4081,1996,3375
2747,60007,9562,3111,3684,2766
2748,22031,9920,141,2928,6850
2749,10024,7868,5335,388,2143
2750,94016,3301,972,1653,674
2751,22031,10619,1543,6316,2759
2752,60007,5148,719,2433,1995
2753,10024,12024,6267,4416,1339
2754,22031,9006,1184,5076,2745
2755,94016,5524,1712,1976,1835
2756,10024,10093,4166,4612,1314
2757,94016,7161,3082,2361,1716
2758,10024,12365,6152,5397,814
2759,44101,6938,1250,3273,2413
2760,22031,3609,1676,990,941
2761,44101,7036,2831,1053,3150
2762,10024,10775,1206,4118,5449
2763,60007,11474,4576,5381,1515
2764,60007,6104,2495,1394,2213
2765,60007,12181,4605,4769,2805
2766,10024,2677,1192,822,661
2767,60007,8439,1561,3604,3273
2768,60007,2712,875,87,1748
2769,60007,11963,5426,787,5749
2770,60007,1392,168,668,554
2771,60007,6986,2428,1358,3198
2772,60007,2420,714,909,795
2773,60007,4095,1695,464,1934
2774,22031,2946,1791,711,443
2775,94016,9325,464,3741,5119
2776,44101,10844,1332,6586,2925
2777,94016,3169,479,1164,1525
2778,44101,8078,3256,3003,1817
2779,22031,7278,2585,2018,2674
2780,44101,5093,1378,2736,977
2781,44101,3197,1417,1351,428
2782,60007,9945,2367,4017,3560
2783,10024,4771,1332,1533,1904
2784,94016,8925,3674,3872,1377
2785,60007,2309,1144,197,967
2786,44101,10301,5438,2569,2293
2787,22031,12432,1023,4276,7131
2788,60007,5327,2253,2435,637
2789,44101,10049,4093,4955,1000
2790,22031,8518,425,5738,2354
2791,60007,11569,4284,4069,3214
2792,94016,5222,1274,2326,1620
2793,94016,11549,2196,4047,5304
2794,60007,1130,184,140,804
2795,44101,5924,1768,371,3784
2796,60007,2089,981,605,502
2797,22031,4012,2621,603,787
2798,44101,8516,7788,492,235
2799,60007,12091,5118,1330,5641
2800,22031,1080,403,187,489
2801,10024,2342,952,905,483
2802,44101,12476,3500,4133,4842
2803,44101,3850,995,512,2342
2804,10024,8152,2887,1419,3844
2805,94016,6461,954,2085,3420
2806,44101,8655,874,3600,4180
2807,60007,7162,880,663,5617
2808,60007,9462,2733,6213,514
2809,10024,10860,360,5339,5159
2810,10024,8164,1178,4726,2259
2811,22031,8343,3704,2949,1688
2812,10024,8907,3316,3743,1847
2813,44101,4771,414,2005,2350
2814,22031,6724,2435,860,3427
2815,44101,4258,1457,1840,959
2816,10024,4166,1611,1804,750
2817,10024,4276,988,1615,1671
2818,94016,8942,4543,3706,692
2819,44101,2878,967,1448,461
2820,60007,11253,3312,4759,3180
2821,22031,7972,240,1474,6257
2822,60007,4423,1370,1095,1957
2823,10024,1206,783,305,117
2824,44101,9641,1753,2364,5522
2825,60007,11939,5382,3618,2938
2826,10024,11366,5361,1938,4065
2827,10024,5991,2545,452,2993
2828,60007,12295,6035,5880,379
2829,22031,2785,1484,763,536
2830,94016,6557,1749,2388,2419
2831,22031,9704,4098,466,5139
2832,10024,5553,1769,2695,1088
2833,44101,5037,1024,1665,2347
2834,60007,10091,2818,1933,5338
2835,10024,5102,1234,3222,645
2836,10024,10212,4850,4603,758
2837,22031,1643,253,682,706
2838,60007,12178,5633,2747,3797
2839,10024,11337,1166,4448,5722
2840,22031,10462,2494,2227,5739
2841,10024,5662,873,1705,3082
2842,60007,11079,6661,1339,3077
2843,10024,9075,7752,970,352
2844,94016,9677,2709,4286,2681
2845,94016,8703,1468,3548,3686
2846,22031,11878,5033,2276,4568
2847,94016,8201,688,3951,3560
2848,60007,2497,941,563,991
2849,44101,7934,3373,1584,2975
2850,44101,2949,1252,1503,192
2851,44101,4196,1244,1116,1835
2852,10024,3542,1692,1108,741
2853,10024,6700,3104,1336,2258
2854,22031,2428,868,886,672
2855,22031,8020,2440,2514,3065
2856,94016,2060,482,1002,574
2857,22031,6152,2192,1579,2379
2858,22031,3608,1737,685,1184
2859,94016,6438,2602,1555,2279
2860,44101,6413,4295,953,1163
2861,94016,12105,1270,7393,3440
2862,10024,12249,2630,1505,8113
2863,10024,3221,492,1666,1061
2864,60007,8344,4548,1780,2015
2865,94016,1145,497,577,69
2866,22031,4180,1589,2092,498
2867,44101,3513,1701,227,1583
2868,94016,5529,687,2356,2485
2869,94016,9551,3151,190,6208
2870,94016,5734,349,2993,2390
2871,44101,9327,3946,3699,1681
2872,22031,7991,3391,1243,3356
2873,22031,1596,507,79,1009
2874,94016,4390,2265,676,1448
2875,22031,9311,346,8395,569
2876,44101,5162,1414,1813,1933
2877,22031,6522,2039,1958,2524
2878,44101,5931,1723,3493,713
2879,44101,4647,2010,739,1897
2880,94016,1119,452,20,645
2881,10024,7197,1319,2921,2955
2882,10024,4538,1236,888,2413
2883,10024,10616,2689,4044,3881
2884,10024,2330,658,776,894
2885,94016,7973,2486,3715,1770
2886,44101,10630,1269,1489,7870
2887,94016,10958,834,5124,4999
2888,94016,2210,843,495,871
2889,94016,7390,1708,4301,1380
2890,10024,1415,564,702,147
2891,22031,4580,1997,1256,1326
2892,60007,7678,1370,4400,1906
2893,60007,9270,2632,1913,4724
2894,22031,6852,2124,1649,3078
2895,10024,2256,457,1226,572
2896,60007,2377,585,468,1323
2897,94016,7719,1495,2086,4137
2898,10024,8211,1392,4375,2442
2899,44101,1944,450,598,894
2900,22031,11616,2901,1646,7068
2901,60007,12390,3283,2891,6214
2902,22031,11207,499,5559,5147
2903,94016,1628,175,735,716
2904,60007,6393,3919,2294,179
2905,94016,3402,1717,1359,324
2906,60007,4282,14,3917,350
2907,94016,10352,4491,3855,2004
2908,44101,10246,4909,2655,2681
2909,10024,9294,5162,889,3242
2910,44101,1503,527,915,59
2911,22031,9707,2277,1270,6159
2912,60007,5978,2402,1943,1631
2913,10024,8435,2013,2812,3609
2914,10024,7604,4229,272,3101
2915,22031,11946,6721,4617,606
2916,94016,11808,5149,4201,2456
2917,22031,8622,5195,3045,381
2918,94016,9307,5097,3119,1089
2919,22031,6503,1683,2653,2166
2920,10024,11348,4229,3773,3345
2921,60007,1803,642,1059,101
2922,94016,9525,2901,3532,3090
2923,44101,7451,2061,3596,1793
2924,44101,9785,2920,3302,3562
2925,44101,11543,657,939,9945
2926,22031,7311,2489,3751,1069
2927,60007,7082,1865,2508,2708
2928,44101,8654,594,1274,6784
2929,94016,11239,1228,5015,4994
2930,60007,4812,420,2335,2056
2931,10024,4471,971,1798,1701
2932,94016,2132,186,1330,615
2933,94016,7603,95,3739,3767
2934,10024,1316,258,577,480
2935,22031,5585,2337,2048,1198
2936,10024,8750,1783,4084,2881
2937,10024,9702,3942,777,4981
2938,10024,4357,2964,416,976
2939,22031,11163,3621,4574,2966
2940,22031,9773,550,4772,4450
2941,10024,12301,591,5455,6253
2942,10024,3710,967,1052,1689
2943,22031,7352,2782,4322,247
2944,60007,2235,201,998,1034
2945,60007,4215,49,1536,2628
2946,44101,4899,1472,1037,2388
2947,10024,4205,1612,1690,901
2948,10024,12167,1330,8553,2282
2949,44101,2221,1315,308,597
2950,10024,3036,1697,1263,75
2951,10024,7700,3806,736,3156
2952,94016,8402,5197,2602,602
2953,22031,11834,5538,1652,4643
2954,22031,1730,595,250,884
2955,60007,2274,511,960,802
2956,60007,5613,1538,2072,2002
2957,22031,4032,1517,1041,1472
2958,94016,5398,1896,1575,1926
2959,60007,7402,3570,3167,663
2960,22031,6964,3772,2748,442
2961,44101,4489,1725,2427,336
2962,22031,1209,417,426,364
2963,94016,4771,1447,953,2369
2964,22031,4377,1578,2146,652
2965,10024,11810,2022,5589,4197
2966,22031,2161,405,49,1706
2967,44101,3929,1505,253,2170
2968,44101,1059,587,354,117
2969,22031,9812,2087,5253,2470
2970,10024,1043,427,325,289
2971,22031,10068,1835,4394,3838
2972,94016,8364,4318,197,3848
2973,60007,8559,4705,2839,1014
2974,60007,6680,3181,1188,2310
2975,60007,7779,2450,3988,1340
2976,94016,7099,587,2547,3963
2977,60007,3299,339,1737,1222
2978,44101,4893,1763,743,2386
2979,22031,7340,5092,769,1478
2980,94016,4279,2084,1758,436
2981,22031,8810,257,5025,3526
2982,22031,2276,830,615,829
2983,44101,5982,826,527,4628
2984,94016,11184,5590,3832,1761
2985,94016,4185,2169,553,1461
2986,60007,6314,2049,2311,1952
2987,94016,9413,192,4527,4693
2988,44101,6495,2143,1654,2696
2989,22031,3305,983,935,1385
2990,94016,2598,1241,518,838
2991,44101,4331,895,1813,1621
2992,94016,9912,1207,3148,5556
2993,44101,5926,2831,927,2167
2994,94016,10676,1696,7302,1676
2995,10024,10816,3013,4138,3663
2996,44101,7514,361,3892,3259
2997,60007,8094,3461,2864,1768
2998,10024,10859,1893,5882,3082
2999,22031,1214,522,482,209
3000,10024,8133,2648,1816,3667
3001,94016,1543,253,486,803
3002,60007,10595,3896,3411,3286
3003,22031,11891,2703,5271,3916
3004,60007,5092,2822,613,1656
3005,10024,4463,174,3094,1193
3006,60007,12347,2694,8187,1465
3007,60007,3112,703,2158,250
3008,44101,5081,1750,1581,1749
3009,10024,12204,3785,2269,6150
3010,60007,3890,138,2881,869
3011,22031,6967,1759,4013,1194
3012,10024,8837,3063,3215,2557
3013,94016,12000,2242,8855,901
3014,94016,11461,5158,3497,2805
